[02:34:18] [main/INFO]: ModLauncher running: args [--username, RedRanger5577, --version, Sky High, --gameDir, C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High, --assetsDir, C:\Users\one\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, ed8ee4031c614ae1b390b38e808c3315, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[02:34:18] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/slabs_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_lead_brick_vertical_slab_revert[minecraft:crafting_shapeless]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_brick_vertical_slab'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_lead_brick_vertical_slab_revert[minecraft:crafting_shapeless]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_brick_vertical_slab'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_lead_brick_vertical_slab_stonecutter[minecraft:stonecutting]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_lead_brick_vertical_slab_stonecutter[minecraft:stonecutting]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/sculk_stone/from_cobbled_stairs[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/sculk_stone/from_cobbled_stairs[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/bricks_to_tiles[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/bricks_to_tiles[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'exnihilosequentia:heat/ens_redstone_torch[exnihilosequentia:heat]'! Falling back to vanilla: java.lang.IncompatibleClassChangeError: Method 'net.minecraft.world.item.ItemStack dev.latvian.mods.kubejs.item.ItemStackJS.of(java.lang.Object)' must be InterfaceMethodref constant
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/sculk_stone/to_smooth[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/sculk_stone/to_smooth[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/sculk_stone/polished_slabs_to_cut[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/sculk_stone/polished_slabs_to_cut[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/zinc/dust/from_raw_block[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/zinc/dust/from_raw_block[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/cut_wall_to_smooth[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/cut_wall_to_smooth[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/aluminum/dust/from_raw_ore[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/aluminum/dust/from_raw_ore[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/polished_to_cut[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/polished_to_cut[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/nickel/shard/from_raw_block[mekanism:injecting]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:injecting
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/nickel/shard/from_raw_block[mekanism:injecting]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:injecting'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/bricks_to_polished[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/bricks_to_polished[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/glance_vertical_slab[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:glance_vertical_slab'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/glance_vertical_slab[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:glance_vertical_slab'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/zinc/shard/from_raw_block[mekanism:injecting]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:injecting
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/zinc/shard/from_raw_block[mekanism:injecting]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:injecting'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/aluminum/shard/from_raw_block[mekanism:injecting]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:injecting
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/aluminum/shard/from_raw_block[mekanism:injecting]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:injecting'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/smooth_to_cut[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/smooth_to_cut[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/nickel/slurry/dirty/from_raw_block[mekanism:dissolution]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:dissolution
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/nickel/slurry/dirty/from_raw_block[mekanism:dissolution]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:dissolution'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'sophisticatedstorage:spruce_chest_from_quark_spruce_chest[minecraft:crafting_shapeless]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Item array cannot be empty, at least one item must be defined
[02:35:51] [Render thread/WARN]: Failed to parse recipe sophisticatedstorage:spruce_chest_from_quark_spruce_chest[minecraft:crafting_shapeless]: com.google.gson.JsonSyntaxException: Item array cannot be empty, at least one item must be defined
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/brick_stairs_to_tile[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/brick_stairs_to_tile[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:sawing/trapdoor/echo[mekanism:sawing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:sawing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:sawing/trapdoor/echo[mekanism:sawing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:sawing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/cut_wall_to_polished[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/cut_wall_to_polished[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/tile_wall_to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/tile_wall_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/platinum/dust/from_raw_block[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/platinum/dust/from_raw_block[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/polished_stairs_to_cut[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/polished_stairs_to_cut[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/tile_to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/tile_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/tile_wall_to_brick[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/tile_wall_to_brick[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/glance_pillar[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:glance_pillar'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/glance_pillar[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:glance_pillar'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'simple_bracers:fiery_recipe[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'twilightforest:fiery_ingot'
[02:35:51] [Render thread/WARN]: Failed to parse recipe simple_bracers:fiery_recipe[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'twilightforest:fiery_ingot'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_lead_bricks[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_lead_bricks[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/platinum/clump/from_raw_block[mekanism:purifying]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:purifying
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/platinum/clump/from_raw_block[mekanism:purifying]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:purifying'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_lead_brick_vertical_slab[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_brick_slab'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_lead_brick_vertical_slab[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_brick_slab'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/from_chiseled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/from_chiseled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_silver_bricks[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_silver_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_silver_bricks[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_silver_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'exnihilosequentia:heat/ens_campfire[exnihilosequentia:heat]'! Falling back to vanilla: java.lang.IncompatibleClassChangeError: Method 'net.minecraft.world.item.ItemStack dev.latvian.mods.kubejs.item.ItemStackJS.of(java.lang.Object)' must be InterfaceMethodref constant
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/polished_slabs_to_brick[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/polished_slabs_to_brick[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/from_cobbled_wall[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/from_cobbled_wall[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/smooth_wall_to_cut[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/smooth_wall_to_cut[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_silver_brick_slab[minecraft:crafting_shaped]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_silver_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_silver_brick_slab[minecraft:crafting_shaped]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_silver_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/silver/dust/from_raw_ore[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/silver/dust/from_raw_ore[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/cut_slabs_to_polished[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/cut_slabs_to_polished[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/zinc/clump/from_raw_block[mekanism:purifying]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:purifying
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/zinc/clump/from_raw_block[mekanism:purifying]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:purifying'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/wall_to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/wall_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/stairs_to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/stairs_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'sophisticatedstorage:warped_chest_from_quark_warped_chest[minecraft:crafting_shapeless]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Item array cannot be empty, at least one item must be defined
[02:35:51] [Render thread/WARN]: Failed to parse recipe sophisticatedstorage:warped_chest_from_quark_warped_chest[minecraft:crafting_shapeless]: com.google.gson.JsonSyntaxException: Item array cannot be empty, at least one item must be defined
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/silver/clump/from_raw_ore[mekanism:purifying]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:purifying
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/silver/clump/from_raw_ore[mekanism:purifying]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:purifying'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/tile_stairs_to_brick[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/tile_stairs_to_brick[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/platinum/shard/from_raw_ore[mekanism:injecting]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:injecting
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/platinum/shard/from_raw_ore[mekanism:injecting]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:injecting'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:sawing/fence_gate/echo[mekanism:sawing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:sawing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:sawing/fence_gate/echo[mekanism:sawing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:sawing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'oreganized:quark/raw_lead_brick_stairs_stonecutter[minecraft:stonecutting]'! Falling back to vanilla: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe oreganized:quark/raw_lead_brick_stairs_stonecutter[minecraft:stonecutting]: com.google.gson.JsonSyntaxException: Unknown item 'oreganized:raw_lead_bricks'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/brick_slabs_to_polished[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/gloomslate/brick_slabs_to_polished[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/aluminum/ore/from_raw[mekanism:combining]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:combining
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/aluminum/ore/from_raw[mekanism:combining]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:combining'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/iridium/dust/from_raw_block[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/iridium/dust/from_raw_block[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/platinum/slurry/dirty/from_raw_block[mekanism:dissolution]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:dissolution
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/platinum/slurry/dirty/from_raw_block[mekanism:dissolution]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:dissolution'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/brick_wall_to_tile[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/brick_wall_to_tile[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/slabs_to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/slabs_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/gloomslate/brick_slabs_to_tile[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/gloomslate/brick_slabs_to_tile[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/polished_wall_to_brick[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/polished_wall_to_brick[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/sculk_stone/slabs_to_smooth[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:enriching/conversion/sculk_stone/slabs_to_smooth[mekanism:enriching]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:enriching'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:crushing/sculk_stone/tile_stairs_to_cobbled[mekanism:crushing]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:crushing
[02:35:51] [Render thread/WARN]: Failed to parse recipe mekanism:crushing/sculk_stone/tile_stairs_to_cobbled[mekanism:crushing]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:crushing'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'exnihilosequentia:heat/ens_glowstone[exnihilosequentia:heat]'! Falling back to vanilla: java.lang.IncompatibleClassChangeError: Method 'net.minecraft.world.item.ItemStack dev.latvian.mods.kubejs.item.ItemStackJS.of(java.lang.Object)' must be InterfaceMethodref constant
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'alltheores:mek_processing/platinum/clump/from_raw_ore[mekanism:purifying]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:purifying
[02:35:51] [Render thread/WARN]: Failed to parse recipe alltheores:mek_processing/platinum/clump/from_raw_ore[mekanism:purifying]: com.google.gson.JsonSyntaxException: Invalid or unsupported recipe type 'mekanism:purifying'
[02:35:51] [Render thread/WARN]: Failed to parse recipe 'mekanism:enriching/conversion/gloomslate/cut_stairs_to_smooth[mekanism:enriching]'! Falling back to vanilla: java.lang.NullPointerException: Unknown recipe type: mekanism:enriching
